"id","profileName","text","date","title","rating","images","helpful","Colour"
"RG6R4NXYC1Z31","Rameez","Watch is good desplay also was good but sencer is on when watch will be off replaced","Reviewed in India on 12 June 2022","Good watch value for money",4,"",0,"Charcoal Black"
"R21NY9XV2Z5QIE","ARIJIT ROY","i gave it 4 star becuz somethimes the bp and spO2 doesnt measure the accurate sometimes it happens overall goodi will suggest u to buy itand alexa feature is very impressive","Reviewed in India on 26 May 2022","its very good in this price",4,"https://m.media-amazon.com/images/I/817oF7NY4AL.jpg
https://m.media-amazon.com/images/I/81EPQGfaqML.jpg
https://m.media-amazon.com/images/I/91nAp+Db80L.jpg",0,"Sandy Cream"
"R1TF0UQZNP987I","Surajit jana","I like the design... but technology has poor","Reviewed in India on 7 August 2022","It's OK.",3,"https://m.media-amazon.com/images/I/61qQbeo4poL.jpg",0,"Charcoal Black"
"R2378IS0DQBH4X","Muthumari","Overall performance is good but battery life having some issues","Reviewed in India on 20 June 2022","Good watch",4,"",1,"Deep Blue"
"R2F5JJ8W7VBI97","Tanwesh","The watch is good but the problem is it's app is not working properly please fix it aman Gupta .","Reviewed in India on 7 June 2022","Good",4,"",0,"Pitch Black"
"RGFP7TT5TEAQN","Suvendu paul","It's better","Reviewed in India on 23 June 2022","Good product in this price",4,"",0,"Deep Blue"
"R3MLX5U2PQCK2A","mahendra","Good","Reviewed in India on 6 September 2022","Good",5,"",0,"Charcoal Black"
"R3O5HM8PQR8BXN","Shreepad Ghanekar","I like the design and all the feature works properly except battery issue. If you use full brightness and use activities. Battery will be drawn in 2 days. Otherwise with 1 level of percentage it will take 5 days to drawn fully","Reviewed in India on 17 May 2022","Alexa working is awsome",4,"",0,"Olive Green"
"RO9ZT8Z1NMWYB","Gopika","Touch screen is not working?","Reviewed in India on 7 August 2022","It is not working now",3,"https://m.media-amazon.com/images/I/61QXp30yQjL.jpg",0,"Charcoal Black"
"R316CYCNHNGWVT","Decoys","Battery last almost 5 to 7 days if you use without mobile notifications......watch faces feature is amazing....But if you are suffering from any heart or respiratory diseases please do not rely alone on data provided by watch...Dial is quite big....screen is also good","Reviewed in India on 21 May 2022","Most affordable smart/fitness watch in this range",4,"",0,"Pitch Black"
"R3PD9D2UWJLDAU","DEVA ANBU","The watch looks stylish, and is very good to use. I wouldn't have bought this, had I known that calls can't be answered through the watch. Calls can only be rejected, which I think is a big drawback. I thought attending calls would be a default function in any smart watch. So a bit disappointed","Reviewed in India on 10 July 2022","A good watch, but with a few flaws",3,"",0,"Charcoal Black"
"RTDXP7PXLSBQP","469 -Seema Paliwal","i like this product","Reviewed in India on 3 September 2022","nice product",5,"",0,"Charcoal Black"
"R2EVP94MT7K2IV","Ishant singh","The build quality is good, but you will get better ""NOISE"" than this.Calling features are also available in NOISE in same price. So that's a average watch. I am not recommended this ! Better than this, NOISE at the same price.","Reviewed in India on 22 July 2022","Average product",3,"https://m.media-amazon.com/images/I/61AZvXaWlfL.jpg",1,"Charcoal Black"
"R1R4NKAYW7RZI1","Mitali"," Battery backup is very goodBut It does not has many facesOverall the watch is niceMust buySatisfied with the productIt does not has many features like photo click button","Reviewed in India on 27 May 2022","Overall everything in this watch is good",4,"https://m.media-amazon.com/images/I/61+Po5uSYcL.jpg
https://m.media-amazon.com/images/I/61l63fatnWL.jpg
https://m.media-amazon.com/images/I/71Co32oqbWL.jpg
https://m.media-amazon.com/images/I/71vnEGru7DL.jpg",0,"Charcoal Black"
"R2R6QHPCDR4G6A","Namrata Singh","Phone s disconect ho jata h sleeping monitor nhi hota","Reviewed in India on 10 August 2022","Baar baar disconect  ho jata h",3,"",0,"Sandy Cream"
"R1841J389XMRJG","Amazon Customer","Long life batteryBigger displayLooks good","Reviewed in India on 1 September 2022","Good quality",5,"",0,"Olive Green"
"R3OWVLWCKU87MG","Rajan kumar behera","Watch is ok but features are waste","Reviewed in India on 7 August 2022","No call pick option and very pathetic",3,"",0,"Charcoal Black"
"R3K7GLO6SVF75Y","Chitrit","Actually when my mom force me to take any watch at that time I ordered it .Such a nice watch I can sayBut sensors are weakMust buyWith awesome look","Reviewed in India on 28 May 2022","Overall gorgeous",4,"https://m.media-amazon.com/images/I/81DN1mvpvAL.jpg",0,"Pitch Black"
"R3MG1O6MJJP2XH","Amazon Customer","I'm writing this review after exactly 3 months of regular use and I must say that if you are looking for a smartwatch in this price range then just go for this without a doubt. I have always loved BOAT products and have been using their headphones,airpodes and now this smartwatch. Excellent battery...lasts till seven days with regular use and even if battery level is 6% it will work for another day.Sleep tracking,heartrate,spo2 level,stress monitoring.. everything is quite accurate and I'm very happy with my first smartwatch.","Reviewed in India on 8 July 2022","Excellent smartwatch in this price range",5,"",0,"Sandy Cream"
"R18MP38F4IZ0Y2","Shubrat verma",,"Reviewed in India on 29 September 2022","Eexcellent products",5,"https://m.media-amazon.com/images/I/61lqCUHqAnL.jpg",0,"Pitch Black"
"R28ZTLDR8H9CRE","KUNAL","Eatch is good, but it got under display black line with a week and was not able to initiate a replacement.","Reviewed in India on 1 August 2022","Under display black line",3,"",0,"Sandy Cream"
"R13QFVSNKEOWHG","Amazon Customer","Looks cool. Light weight. Touch is fine. Got lots of features.But accuracy I'm not sure. You have to wear it very tired to get proper readings. Too tight is uncomfortable. Spo2 is always 97...when I check in other device it's 99.","Reviewed in India on 25 May 2022","Not bad.",4,"https://m.media-amazon.com/images/I/41I8QG-rFDL.jpg
https://m.media-amazon.com/images/I/51qt299wxoL.jpg
https://m.media-amazon.com/images/I/61FYF4grlvL.jpg",0,"Pitch Black"
"RAEZJIM8DG8J7","Puja kumari","Comfortable watch","Reviewed in India on 7 September 2022","Comfortable watch and very good quality",5,"https://m.media-amazon.com/images/I/61Tx7fbmCpL.jpg
https://m.media-amazon.com/images/I/71NQC34UuKL.jpg",1,"Sandy Cream"
"RCO4C5S9BMY5A","Cheluvaraj Odeyar","good to procure","Reviewed in India on 3 September 2022","good battery back",5,"",0,"Sandy Cream"
"RBKWU0LFLQNQE","Pratik Rao","I like very much","Reviewed in India on 2 September 2022","It's Amazing",5,"",0,"Sandy Cream"
"R5V3VKT00FI1U","Giriraj","Nice","Reviewed in India on 7 September 2022","Nice",5,"https://m.media-amazon.com/images/I/61wIny5RWSL.jpg",0,"Deep Blue"
"R2WAGRXWT1P2BU","Prashant","Been using for more than a month I have found that the backup is not more than 2 days. Watch is ok at this price point","Reviewed in India on 28 July 2022","Good watch but poor battery backup",3,"",0,"Sandy Cream"
"R2HW0AIBBO1NK6","Mauvin Fernandes","Its sooooo best....uh won't regret buying this...worth the money....I got this under 2k...I'm sooo glad...even the delivery was on time...Feels sooo perfect","Reviewed in India on 19 August 2022","Must Buy SmartWatch",5,"https://m.media-amazon.com/images/I/7182oiGyOcL.jpg",0,"Charcoal Black"
"RQGBZXN1CUVU1","Vandana","• Display is nice.• Message and call notification works fine.• Looks cool.° Strap quality ok.• easy to connect with phone .• Vibrations feedback is great .• Alexa also works fine .° UI sometimes lags but not that much ..Got @₹2299 ... The watch is good at this price.","Reviewed in India on 8 May 2022","Good at this price range .",4,"https://m.media-amazon.com/images/I/612a2yuDDEL.jpg
https://m.media-amazon.com/images/I/61bSKHXx1NL.jpg
https://m.media-amazon.com/images/I/71LkMmceZiL.jpg",0,"Pitch Black"
"R2A9LGPU8KD4QI","partha","original product delivered..nice service amazon","Reviewed in India on 1 September 2022","nice watch",5,"https://m.media-amazon.com/images/I/81yd3i3Y9rL.jpg",0,"Charcoal Black"
"R2ZWCHRBCN4FHD","ddhruv","It's great, easy to use and setup as well, charger is very interesting and fast as well.The bad thing is that it doesn't have a inbuilt speaker which reduces the utility of inbuilt Alexa voice assistant.","Reviewed in India on 18 August 2022","Go for it",5,"",0,"Sandy Cream"
"R3TRILET71TQKW","Anniee Sharma"," This smartwatch is amazing , light weight, shinny look, attractive, with super elastic band","Reviewed in India on 15 June 2022","Amazing",4,"https://m.media-amazon.com/images/I/612AuQB7dGL.jpg
https://m.media-amazon.com/images/I/71DFMtpw34L.jpg
https://m.media-amazon.com/images/I/71dA8eWgXpL.jpg
https://m.media-amazon.com/images/I/71kZFopR4vL.jpg
https://m.media-amazon.com/images/I/81+d4uEA6HL.jpg",0,"Pitch Black"
"R2ZBM5XCZZ5O8M","Raghava","Nice but it only sports  nothing non other then  but build quality is so good best sports nice","Reviewed in India on 4 June 2022","Nice",4,"",0,"Pitch Black"
"R22MIA6MUSM9GC","Sk David","Good 👍","Reviewed in India on 23 June 2022","Good",4,"https://m.media-amazon.com/images/I/61nm6LdRYAL.jpg",0,"Charcoal Black"
"R63J293NYEI61","dharmesh","GREAT WATCH","Reviewed in India on 3 September 2022","Great watch with this price",5,"",0,"Sandy Cream"
"RTVAWF1T53SE8","UMAKANTA SAHOO","Excellent","Reviewed in India on 5 September 2022","Good",5,"",0,"Charcoal Black"
"RY0KCVS8QZXJO","S. A. Kadam",,"Reviewed in India on 25 June 2022","Good🤩",4,"https://m.media-amazon.com/images/I/611fVJSqaiL.jpg",0,"Sandy Cream"
"R27214UTL2FKIH","Tarannumkhushnuma","Really very cool to use and nice","Reviewed in India on 30 August 2022","Very nice",5,"",0,"Sandy Cream"
"RH9SK5HUTL0X1","Danish","Works very fine","Reviewed in India on 2 September 2022","Nice",5,"",0,"Sandy Cream"
"R3HRTS5MAPSVAY","Murali ","Good","Reviewed in India on 4 September 2022","Good",5,"",0,"Charcoal Black"
"R6RBOKBDISAIW","Anuj Mathur","Value for money. No complaints so far after using it for over a month now","Reviewed in India on 26 August 2022","Amazing product",5,"",0,"Olive Green"
"R2HICJK8TGN76T","Sreepriya","Alexa is not working tried many times","Reviewed in India on 4 August 2022","Alexa is not working properly",3,"",0,"Sandy Cream"
"R327BE18MPCQ42","subha ghosh","Good","Reviewed in India on 3 September 2022","Good",5,"",0,"Sandy Cream"
"R2W1B3BQDO674W","Paras Raikwar",,"Reviewed in India on 24 June 2022","Good product sensor is really good and display is best  , good product you can buy it ✨",4,"https://m.media-amazon.com/images/I/81jt7zE4KAL.jpg",0,"Pitch Black"
"R3S2RHGG2FE5S8","Kindle Customer","All is good in this watch but at calling function it get a big bug. Person name not show. Showing unknown and in phone show calling person","Reviewed in India on 23 July 2022","Calling name is not show calling person",3,"",0,"Sandy Cream"
"R2XPCD0VNMEJVF","Arun","Here is an update after using it for nearly 2 months now.The 14 Sports Mode given in this watch is just for the sake of having one.  This doesn't even detect when one is Cycling.  Only Running & Walking is getting detected and nothing else.  There is no option for us to activate these Sports activity manually too.As mentioned below, the Calorie calculator, KMS done etc., are not that accurate,Battery life is very average as it hardly lasts for 2 days per full charge.Sleep monitor also doesn't give a perfect sleep analysis as was described.Above Feedback submitted to Boat team also via email, but yet to have their response.Used it for about 10 days now ...Step counter is more or less good.Calorie calculator and KMS done is not accurate and has much variations compared to an Apple device.BPM and SPO2 are just for fun I guess as these readings are not even in the range when compared to the readings of an actual BP reader and Oxy meter.Message notifications,  Music 🎵 controls are good.Battery lasts for about 3 days on 24/7 use.Has a variety of Faces and Alexa is a plus and kids enjoy these.Touch screen response to be improvised a lot.Temper glass isn’t recommended as this will further affect the touch response.Wake Gesture sometimes responds very slow.","Reviewed in India on 20 March 2022","It’s just like another Rs. 999 product ...",3,"",0,"Sandy Cream"
"R3NN4NK3CZXEJY","Dipankar Bhunia",,"Reviewed in India on 5 September 2022","This is a good products..Looking very nice.its best dealing for item price..",5,"https://m.media-amazon.com/images/I/61F4rpY8dcL.jpg
https://m.media-amazon.com/images/I/61Q49FWCmHL.jpg
https://m.media-amazon.com/images/I/61bXdfS04GL.jpg
https://m.media-amazon.com/images/I/71a3I52QNpL.jpg",0,"Pitch Black"
"R2E5V1MMVPRKXG","Sanjay Kumar",,"Reviewed in India on 1 September 2022","This watch osm",5,"https://m.media-amazon.com/images/I/41IfiAXKSIL.jpg",0,"Charcoal Black"
"RUC9U9V0K2CAG","Aman Kumar","Best","Reviewed in India on 2 September 2022","Best",5,"",0,"Charcoal Black"
"R37H4LW2N4KA9W","Natasha","Looks class","Reviewed in India on 7 September 2022","Sleek look",5,"https://m.media-amazon.com/images/I/61pK+WEbrmL.jpg
https://m.media-amazon.com/images/I/718JnUwMj3L.jpg
https://m.media-amazon.com/images/I/71n0zrNwVJL.jpg",1,"Sandy Cream"
"RPIXXUIXVPZ4A","Amazon Customer","Problem with alexa and connectivity with mobile.getting disconnected again and again","Reviewed in India on 10 June 2022","Good at this price but not as expected",4,"https://m.media-amazon.com/images/I/81UanTEJvaL.jpg",0,"Charcoal Black"
"R25H01TWVRH6B0","Jatin Singh","Boat never disappoints .","Reviewed in India on 31 August 2022","Loved it",5,"",0,"Sandy Cream"
"R3QYR84SS0SYF8","Amazon Customer","First of all outlook of the watch is really awsome.. Everything is ok but not satisfied with the connectivity","Reviewed in India on 5 June 2022","Worth for the price",4,"",0,"Sandy Cream"
"R11UIX4CG76PFA","Sankar","Bpm, SpO2 is accurate. Stress monitor is not so accurate for sometime. Sleep tracking is not tracking even when we sleep. Display is good. Touch screen is accurate. Steps calculation is good. Overall a good smart watch for this budget.","Reviewed in India on 19 May 2022","Good for budget friendly",4,"https://m.media-amazon.com/images/I/71BZx9Z4aEL.jpg",0,"Charcoal Black"
"R1EPSHQT9GKH5G","Sohail ahmed",,"Reviewed in India on 4 September 2022","Nice watch",5,"https://m.media-amazon.com/images/I/71qhihaLnHL.jpg",1,"Charcoal Black"
"RG0YASQFBV8ZI","Amazon Customer","Touch is not properly working","Reviewed in India on 5 August 2022","Touch is not properly working",3,"",0,"Pitch Black"
"R1ORSCPMZB6AX0","Rahul kulkarni","Great product","Reviewed in India on 1 September 2022","Awesome",5,"",0,"Sandy Cream"
"R3F5CASI5F2AOP","Siri","We like it","Reviewed in India on 21 June 2022","Nice product",4,"",0,"Sandy Cream"
